publisher_name,created_by,created_at,last_modified_by,last_modified_at,revision
"(Chu) Hyumŏn K'ŏlch'ŏ Arirang","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Zinetkemal","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Macdonald Educational","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"New Century Publishers","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"PublishAmerica","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Beech Publishing House","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"F. S. Crofts & co.","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Adventure House","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Dorrance Publishing Co.","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Beltz","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"J. Murray","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Carlyle Communications","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Bei Georg Joachim G©œschen","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Geleos","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Kyōto Furitsu Yamashiro Kyōdo Shiryōkan","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Playmore, Inc.","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"California State Printing Office, G.H. Moore, state printer","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Macmillan","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Koral Yayınları","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Lark Productions","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Bertz + Fischer","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Gos. Muzykalnoe izd--vo","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Octagon Books","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Gouvernement du Québec, Ministère de la santé et des services sociaux","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Leidykla 'Mintis'","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Dublin","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Hodder and Stoughton","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"[Artas graficas helenica]","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Universit atsverlag Freiburg/Schweiz","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Silver Burdett","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"GRIN Verlag GmbH","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Gender, Biodiversity and Local Knowledge Systems to Strengthen Agricultural and Rural Development (GCP/RAF/338/NOR)","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Nautical Pub. Co.","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"United P.C. Verlag","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"The Museum","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"American Academy of Estate Planning Attorneys","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Vivid Publishing","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Dada Bhagwan Aradhana Trust","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Tartu Ülikooli Kirjastus","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Cass","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Bonsignori","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Herder","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"H.M.S.O.","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Dong li chu ban she you xian gong si","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Sterling Publishing Company","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Risōsha","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Brooks/Cole","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Macdonald","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Zhongguo fa zhi chu ban she","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Kessinger Publishing, LLC","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"VPSh i AON","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Adnkronos libri","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Elsevier - Health Sciences Division","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Association for Computing Machinery","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"A & C Black Publishers Ltd","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Oxford University Press","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Armi͡a︡nskoe gos. izd-vo","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Adler & Adler","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"HarperCollins Publishers Limited","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Academic Press","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
"Bouvier","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:55:20",1
